,Unnamed: 0,city,job_title,company_name,summary,salary_lower,salary_upper,mean_salary
425,425,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
426,426,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
427,427,Sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
428,428,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
429,429,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
430,430,Sydney,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
431,431,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
432,432,Melbourne,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
433,433,Melbourne,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
434,434,Melbourne,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
435,435,Melbourne,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
436,436,Melbourne,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
437,437,Melbourne,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
438,438,Melbourne,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
439,439,Melbourne,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
440,440,Melbourne,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
441,441,Melbourne,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
442,442,Melbourne,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
443,443,Melbourne,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
444,444,Melbourne,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
445,445,Melbourne,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
446,446,Melbourne,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
447,447,Melbourne,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
